date,country,total_cases,total_hospitalizations,total_icu,total_deaths,total_recovered,regions_count,avg_age
2021-02-04,FRANCE,0,55234,6455,109477.0,458336.0,102,0.0
2021-02-05,FRANCE,0,54839,6447,110057.0,461467.0,102,0.0
2021-02-06,FRANCE,0,54361,6408,110436.0,463741.0,102,0.0
2021-02-07,FRANCE,0,55005,6501,110778.0,464306.0,102,0.0
2021-02-08,FRANCE,0,55695,6683,111692.0,466331.0,102,0.0
2021-02-09,FRANCE,0,54982,6641,112562.0,469760.0,102,0.0
2021-02-10,FRANCE,0,54553,6594,113152.0,472542.0,102,0.0
2021-02-11,FRANCE,0,53644,6628,113868.0,475807.0,102,0.0
2021-02-12,FRANCE,0,52585,6573,114500.0,478865.0,102,0.0
2021-02-13,FRANCE,0,52120,6563,114897.0,480989.0,102,0.0
2021-02-14,FRANCE,0,52527,6572,115227.0,481535.0,102,0.0
2021-02-15,FRANCE,0,52685,6714,116044.0,483325.0,102,0.0
2021-02-16,FRANCE,0,52105,6650,116744.0,486731.0,102,0.0
2021-02-17,FRANCE,0,51572,6656,117361.0,489709.0,102,0.0
2021-02-18,FRANCE,0,51158,6748,117900.0,492472.0,102,0.0
2021-02-19,FRANCE,0,50728,6740,118548.0,495186.0,102,0.0
2021-02-20,FRANCE,0,50242,6717,118913.0,497302.0,102,0.0
2021-02-21,FRANCE,0,50618,6762,119231.0,497716.0,102,0.0
2021-02-22,FRANCE,0,51354,6793,119894.0,499318.0,102,0.0
2021-02-23,FRANCE,0,51024,6850,120509.0,502406.0,102,0.0
2021-02-24,FRANCE,0,50932,6852,121061.0,505131.0,102,0.0
2021-02-25,FRANCE,0,50339,6837,121580.0,507952.0,102,0.0
2021-02-26,FRANCE,0,49959,6866,122146.0,510856.0,102,0.0
2021-02-27,FRANCE,0,49677,6884,122516.0,512712.0,102,0.0
2021-02-28,FRANCE,0,50255,6963,122760.0,513303.0,102,0.0
2021-03-01,FRANCE,0,50556,7067,123504.0,514941.0,102,0.0
2021-03-02,FRANCE,0,50219,7148,124101.0,517947.0,102,0.0
2021-03-03,FRANCE,0,49912,7246,124739.0,520722.0,102,0.0
2021-03-04,FRANCE,0,49485,7239,125321.0,523506.0,102,0.0
2021-03-05,FRANCE,0,49227,7325,125796.0,525952.0,102,0.0
2021-03-06,FRANCE,0,48942,7339,126136.0,527923.0,102,0.0
2021-03-07,FRANCE,0,49315,7439,126396.0,528688.0,102,0.0
2021-03-08,FRANCE,0,50077,7651,127110.0,530269.0,102,0.0
2021-03-09,FRANCE,0,50101,7791,127705.0,533132.0,102,0.0
2021-03-10,FRANCE,0,49643,7794,128231.0,536074.0,102,0.0
2021-03-11,FRANCE,0,49414,7938,128758.0,538892.0,102,0.0
2021-03-12,FRANCE,0,49216,8021,129201.0,541357.0,102,0.0
2021-03-13,FRANCE,0,49049,8091,129539.0,543225.0,102,0.0
2021-03-14,FRANCE,0,49690,8206,129816.0,543910.0,102,0.0
2021-03-15,FRANCE,0,50649,8394,130476.0,545524.0,102,0.0
2021-03-16,FRANCE,0,50713,8433,131101.0,548679.0,102,0.0
2021-03-17,FRANCE,0,50365,8391,131583.0,551919.0,102,0.0
2021-03-18,FRANCE,0,50506,8446,132119.0,554449.0,102,0.0
2021-03-19,FRANCE,0,50416,8529,132683.0,557195.0,102,0.0
2021-03-20,FRANCE,0,50796,8662,133034.0,559036.0,102,0.0
2021-03-21,FRANCE,0,51574,8766,133308.0,559800.0,102,0.0
2021-03-22,FRANCE,0,52698,9049,133990.0,561652.0,102,0.0
2021-03-23,FRANCE,0,53236,9217,134563.0,564878.0,102,0.0
2021-03-24,FRANCE,0,53479,9245,135052.0,568239.0,102,0.0
2021-03-25,FRANCE,0,53797,9361,135501.0,571045.0,102,0.0
2021-03-26,FRANCE,0,54212,9479,136104.0,573937.0,102,0.0
2021-03-27,FRANCE,0,54241,9535,136483.0,576507.0,102,0.0
2021-03-28,FRANCE,0,55145,9695,136744.0,577306.0,102,0.0
2021-03-29,FRANCE,0,56369,9899,137459.0,579413.0,102,0.0
2021-03-30,FRANCE,0,56729,10099,138128.0,583361.0,102,0.0
2021-03-31,FRANCE,0,56635,10065,138730.0,587029.0,102,0.0
2021-04-01,FRANCE,0,56858,10172,139343.0,590075.0,102,0.0
2021-04-02,FRANCE,0,57165,10464,139939.0,593187.0,102,0.0
2021-04-03,FRANCE,0,57463,10495,140309.0,595856.0,102,0.0
2021-04-04,FRANCE,0,58394,10630,140678.0,596953.0,102,0.0
2021-04-05,FRANCE,0,59485,10811,141072.0,597829.0,102,0.0
2021-04-06,FRANCE,0,60946,11196,141885.0,600285.0,102,0.0
2021-04-07,FRANCE,0,61479,11402,142726.0,604943.0,102,0.0
2021-04-08,FRANCE,0,60790,11353,143408.0,609066.0,102,0.0
2021-04-09,FRANCE,0,60331,11460,144006.0,612978.0,102,0.0
2021-04-10,FRANCE,0,60146,11485,144418.0,615890.0,102,0.0
2021-04-11,FRANCE,0,61017,11627,144766.0,617186.0,102,0.0
2021-04-12,FRANCE,0,62199,11783,145534.0,619464.0,102,0.0
2021-04-13,FRANCE,0,62134,11854,146178.0,623679.0,102,0.0
2021-04-14,FRANCE,0,61424,11754,146767.0,627862.0,102,0.0
2021-04-15,FRANCE,0,61046,11799,147356.0,631617.0,102,0.0
2021-04-16,FRANCE,0,60660,11785,147964.0,635374.0,102,0.0
2021-04-17,FRANCE,0,60365,11712,148339.0,638062.0,102,0.0
2021-04-18,FRANCE,0,61269,11742,148619.0,639022.0,102,0.0
2021-04-19,FRANCE,0,62118,11899,149510.0,641275.0,102,0.0
2021-04-20,FRANCE,0,61866,11926,150263.0,645451.0,102,0.0
2021-04-21,FRANCE,0,61597,11875,150885.0,649139.0,102,0.0
2021-04-22,FRANCE,0,60958,11921,151448.0,652834.0,102,0.0
2021-04-23,FRANCE,0,60574,11883,152052.0,656289.0,102,0.0
2021-04-24,FRANCE,0,59890,11873,152484.0,659143.0,102,0.0
2021-04-25,FRANCE,0,60257,11910,152773.0,660186.0,102,0.0
2021-04-26,FRANCE,0,60880,11957,153566.0,662577.0,102,0.0
2021-04-27,FRANCE,0,60252,11836,154213.0,666587.0,102,0.0
2021-04-28,FRANCE,0,59518,11714,154839.0,669983.0,102,0.0
2021-04-29,FRANCE,0,58682,11561,155446.0,673399.0,102,0.0
2021-04-30,FRANCE,0,57566,11303,155985.0,676687.0,102,0.0
2021-05-01,FRANCE,0,56915,11117,156368.0,679362.0,102,0.0
2021-05-02,FRANCE,0,57341,11127,156593.0,680282.0,102,0.0
2021-05-03,FRANCE,0,57604,11217,157210.0,682258.0,102,0.0
2021-05-04,FRANCE,0,56575,10970,157692.0,685869.0,102,0.0
2021-05-05,FRANCE,0,55099,10768,158176.0,689688.0,102,0.0
2021-05-06,FRANCE,0,53696,10424,158615.0,692843.0,102,0.0
2021-05-07,FRANCE,0,52408,10177,159067.0,695868.0,102,0.0
2021-05-08,FRANCE,0,51348,9977,159418.0,698208.0,102,0.0
2021-05-09,FRANCE,0,51343,9908,159648.0,699008.0,102,0.0
2021-05-10,FRANCE,0,51088,9709,160229.0,700840.0,102,0.0
2021-05-11,FRANCE,0,49818,9453,160699.0,703979.0,102,0.0
2021-05-12,FRANCE,0,48268,9137,161067.0,706952.0,102,0.0
2021-05-13,FRANCE,0,47075,8856,161328.0,709078.0,102,0.0
2021-05-14,FRANCE,0,46579,8677,161672.0,710616.0,102,0.0
2021-05-15,FRANCE,0,45669,8515,161895.0,712434.0,102,0.0
2021-05-16,FRANCE,0,45691,8483,162057.0,713061.0,102,0.0
2021-05-17,FRANCE,0,45262,8344,162447.0,714746.0,102,0.0
2021-05-18,FRANCE,0,43883,8001,162820.0,717613.0,102,0.0
2021-05-19,FRANCE,0,42469,7693,163102.0,720094.0,102,0.0
2021-05-20,FRANCE,0,41276,7507,163367.0,722350.0,102,0.0
2021-05-21,FRANCE,0,40201,7236,163585.0,724353.0,102,0.0
2021-05-22,FRANCE,0,39316,7062,163763.0,725929.0,102,0.0
2021-05-23,FRANCE,0,39224,7004,163903.0,726534.0,102,0.0
2021-05-24,FRANCE,0,39183,6966,164026.0,726948.0,102,0.0
2021-05-25,FRANCE,0,38645,6868,164422.0,728613.0,102,0.0
2021-05-26,FRANCE,0,36988,6635,164707.0,731208.0,102,0.0
2021-05-27,FRANCE,0,35691,6390,164990.0,733159.0,102,0.0
2021-05-28,FRANCE,0,34363,6189,165186.0,735322.0,102,0.0
2021-05-29,FRANCE,0,33518,6038,165322.0,736675.0,102,0.0
2021-05-30,FRANCE,0,33373,5969,165410.0,737123.0,102,0.0
2021-05-31,FRANCE,0,33021,5874,165661.0,738242.0,102,0.0
2021-06-01,FRANCE,0,32020,5637,165914.0,740075.0,102,0.0
2021-06-02,FRANCE,0,31127,5493,166105.0,741690.0,102,0.0
2021-06-03,FRANCE,0,30420,5339,166245.0,743130.0,102,0.0
2021-06-04,FRANCE,0,29462,5126,166407.0,744694.0,102,0.0
2021-06-05,FRANCE,0,28926,5034,166520.0,745616.0,102,0.0
2021-06-06,FRANCE,0,28912,5038,166570.0,745885.0,102,0.0
2021-06-07,FRANCE,0,28510,4928,166697.0,746866.0,102,0.0
2021-06-08,FRANCE,0,27835,4774,166840.0,748182.0,102,0.0
2021-06-09,FRANCE,0,26915,4640,166969.0,749727.0,102,0.0
2021-06-10,FRANCE,0,26047,4478,167104.0,750983.0,102,0.0
2021-06-11,FRANCE,0,25298,4315,167242.0,752220.0,102,0.0
2021-06-12,FRANCE,0,24868,4209,167310.0,752950.0,102,0.0
2021-06-13,FRANCE,0,24836,4201,167336.0,753153.0,102,0.0
2021-06-14,FRANCE,0,24627,4124,167461.0,753882.0,102,0.0
2021-06-15,FRANCE,0,23674,3894,167613.0,755233.0,102,0.0
2021-06-16,FRANCE,0,22929,3737,167701.0,756278.0,102,0.0
2021-06-17,FRANCE,0,22124,3589,167812.0,757393.0,102,0.0
2021-06-18,FRANCE,0,21375,3471,167912.0,758333.0,102,0.0
2021-06-19,FRANCE,0,20962,3397,167956.0,758858.0,102,0.0
2021-06-20,FRANCE,0,20936,3397,167984.0,758956.0,102,0.0
2021-06-21,FRANCE,0,20677,3301,168064.0,759550.0,102,0.0
2021-06-22,FRANCE,0,20002,3111,168166.0,760442.0,102,0.0
2021-06-23,FRANCE,0,19455,3009,168232.0,761234.0,102,0.0
2021-06-24,FRANCE,0,18699,2869,168320.0,762170.0,102,0.0
2021-06-25,FRANCE,0,18295,2769,168386.0,762778.0,102,0.0
2021-06-26,FRANCE,0,17963,2689,168410.0,763228.0,102,0.0
2021-06-27,FRANCE,0,17888,2681,168444.0,763353.0,102,0.0
2021-06-28,FRANCE,0,17608,2599,168532.0,763875.0,102,0.0
2021-06-29,FRANCE,0,17173,2489,168587.0,764512.0,102,0.0
2021-06-30,FRANCE,0,16822,2399,168636.0,765078.0,102,0.0
2021-07-01,FRANCE,0,16387,2315,168694.0,765648.0,102,0.0
2021-07-02,FRANCE,0,16013,2237,168742.0,766202.0,102,0.0
2021-07-03,FRANCE,0,15750,2196,168776.0,766530.0,102,0.0
2021-07-04,FRANCE,0,15752,2200,168794.0,766592.0,102,0.0
2021-07-05,FRANCE,0,15539,2144,168866.0,766991.0,102,0.0
2021-07-06,FRANCE,0,15203,2054,168934.0,767541.0,102,0.0
2021-07-07,FRANCE,0,15006,1984,168990.0,767942.0,102,0.0
2021-07-08,FRANCE,0,14701,1932,169040.0,768398.0,102,0.0
2021-07-09,FRANCE,0,14484,1896,169076.0,768857.0,102,0.0
2021-07-10,FRANCE,0,14301,1884,169114.0,769199.0,102,0.0
2021-07-11,FRANCE,0,14301,1884,169122.0,769237.0,102,0.0
2021-07-12,FRANCE,0,14209,1904,169178.0,769803.0,102,0.0
2021-07-13,FRANCE,0,14087,1857,169221.0,770363.0,102,0.0
2021-07-14,FRANCE,0,14030,1853,169232.0,770632.0,102,0.0
2021-07-15,FRANCE,0,14043,1820,169264.0,770988.0,102,0.0
2021-07-16,FRANCE,0,13878,1791,169307.0,771548.0,102,0.0
2021-07-17,FRANCE,0,13780,1773,169339.0,771830.0,102,0.0
2021-07-18,FRANCE,0,13808,1775,169349.0,771890.0,102,0.0
2021-07-19,FRANCE,0,14017,1796,169389.0,772357.0,102,0.0
2021-07-20,FRANCE,0,13766,1747,169455.0,773182.0,102,0.0
2021-07-21,FRANCE,0,13680,1713,169499.0,773749.0,102,0.0
2021-07-22,FRANCE,0,13605,1732,169521.0,774357.0,102,0.0
2021-07-23,FRANCE,0,13547,1740,169579.0,774982.0,102,0.0
2021-07-24,FRANCE,0,13515,1752,169623.0,775334.0,102,0.0
2021-07-25,FRANCE,0,13627,1767,169635.0,775391.0,102,0.0
2021-07-26,FRANCE,0,14091,1899,169722.0,776000.0,102,0.0
2021-07-27,FRANCE,0,14208,1951,169778.0,776929.0,102,0.0
2021-07-28,FRANCE,0,14350,1979,169864.0,777667.0,102,0.0
2021-07-29,FRANCE,0,14400,2026,169918.0,778496.0,102,0.0
2021-07-30,FRANCE,0,14650,2140,170037.0,779354.0,102,0.0
2021-07-31,FRANCE,0,14742,2193,170123.0,780082.0,102,0.0
2021-08-01,FRANCE,0,15083,2269,170159.0,780295.0,102,0.0
2021-08-02,FRANCE,0,15607,2459,170260.0,781025.0,102,0.0
2021-08-03,FRANCE,0,15875,2655,170372.0,782176.0,102,0.0
2021-08-04,FRANCE,0,16197,2738,170467.0,783162.0,102,0.0
2021-08-05,FRANCE,0,16346,2835,170565.0,784349.0,102,0.0
2021-08-06,FRANCE,0,16655,2908,170685.0,785547.0,102,0.0
2021-08-07,FRANCE,0,16767,3010,170749.0,786315.0,102,0.0
2021-08-08,FRANCE,0,17280,3101,170804.0,786715.0,102,0.0
2021-08-09,FRANCE,0,17955,3322,170940.0,787510.0,102,0.0
2021-08-10,FRANCE,0,18216,3412,171076.0,788890.0,102,0.0
2021-08-11,FRANCE,0,18378,3478,171182.0,790111.0,102,0.0
2021-08-12,FRANCE,0,18835,3604,171334.0,791202.0,102,0.0
2021-08-13,FRANCE,0,18997,3653,171483.0,792526.0,102,0.0
2021-08-14,FRANCE,0,19200,3666,171585.0,793378.0,102,0.0
2021-08-15,FRANCE,0,19497,3696,171673.0,793753.0,102,0.0
2021-08-16,FRANCE,0,20200,3804,171865.0,794707.0,102,0.0
2021-08-17,FRANCE,0,20339,3892,172084.0,796375.0,102,0.0
2021-08-18,FRANCE,0,20568,4094,172308.0,797919.0,102,0.0
2021-08-19,FRANCE,0,20682,4088,172561.0,799406.0,102,0.0
2021-08-20,FRANCE,0,20936,4171,172724.0,800724.0,102,0.0
2021-08-21,FRANCE,0,20832,4201,172981.0,802056.0,102,0.0
2021-08-22,FRANCE,0,21202,4243,173169.0,802521.0,102,0.0
2021-08-23,FRANCE,0,21912,4416,173386.0,803393.0,102,0.0
2021-08-24,FRANCE,0,22032,4432,173688.0,805096.0,102,0.0
2021-08-25,FRANCE,0,22241,4466,173873.0,806454.0,102,0.0
2021-08-26,FRANCE,0,22113,4510,174087.0,807783.0,102,0.0
2021-08-27,FRANCE,0,22231,4529,174277.0,809256.0,102,0.0
2021-08-28,FRANCE,0,22004,4506,174425.0,810212.0,102,0.0
2021-08-29,FRANCE,0,22082,4541,174531.0,810614.0,102,0.0
2021-08-30,FRANCE,0,22385,4566,174727.0,811498.0,102,0.0
2021-08-31,FRANCE,0,22143,4569,174994.0,813329.0,102,0.0
2021-09-01,FRANCE,0,22134,4572,175160.0,814589.0,102,0.0
2021-09-02,FRANCE,0,21764,4532,175364.0,816000.0,102,0.0
2021-09-03,FRANCE,0,21532,4500,175548.0,817225.0,102,0.0
2021-09-04,FRANCE,0,21211,4429,175713.0,818182.0,102,0.0
2021-09-05,FRANCE,0,21191,4416,175811.0,818537.0,102,0.0
2021-09-06,FRANCE,0,21415,4480,176015.0,819385.0,102,0.0
2021-09-07,FRANCE,0,21194,4500,176231.0,820827.0,102,0.0
2021-09-08,FRANCE,0,20785,4431,176431.0,822179.0,102,0.0
2021-09-09,FRANCE,0,20555,4373,176637.0,823282.0,102,0.0
2021-09-10,FRANCE,0,20138,4285,176796.0,824492.0,102,0.0
2021-09-11,FRANCE,0,19945,4246,176887.0,825212.0,102,0.0
2021-09-12,FRANCE,0,19932,4242,176945.0,825535.0,102,0.0
2021-09-13,FRANCE,0,19881,4190,177116.0,826280.0,102,0.0
2021-09-14,FRANCE,0,19386,3985,177303.0,827700.0,102,0.0
2021-09-15,FRANCE,0,19015,3903,177457.0,828778.0,102,0.0
2021-09-16,FRANCE,0,18505,3889,177587.0,829819.0,102,0.0
2021-09-17,FRANCE,0,18052,3767,177719.0,830824.0,102,0.0
2021-09-18,FRANCE,0,17738,3658,177803.0,831501.0,102,0.0
2021-09-19,FRANCE,0,17685,3648,177859.0,831712.0,102,0.0
2021-09-20,FRANCE,0,17602,3593,177901.0,832348.0,102,0.0
2021-09-21,FRANCE,0,17107,3471,178205.0,833480.0,102,0.0
2021-09-22,FRANCE,0,16744,3295,178321.0,834402.0,102,0.0
2021-09-23,FRANCE,0,16389,3204,178444.0,835194.0,102,0.0
2021-09-24,FRANCE,0,16130,3160,178542.0,835938.0,102,0.0
2021-09-25,FRANCE,0,15877,3130,178600.0,836504.0,102,0.0
2021-09-26,FRANCE,0,15905,3142,178628.0,836622.0,102,0.0
2021-09-27,FRANCE,0,15878,3131,178776.0,837170.0,102,0.0
2021-09-28,FRANCE,0,15519,3038,178890.0,837964.0,102,0.0
2021-09-29,FRANCE,0,15371,2922,178973.0,838539.0,102,0.0
2021-09-30,FRANCE,0,15051,2817,179085.0,839196.0,102,0.0
2021-10-01,FRANCE,0,14744,2698,179177.0,839821.0,102,0.0
2021-10-02,FRANCE,0,14513,2639,179237.0,840236.0,102,0.0
2021-10-03,FRANCE,0,14541,2641,179255.0,840340.0,102,0.0
2021-10-04,FRANCE,0,14522,2644,179355.0,840804.0,102,0.0
2021-10-05,FRANCE,0,14115,2545,179476.0,841677.0,102,0.0
2021-10-06,FRANCE,0,14001,2471,179543.0,842110.0,102,0.0
2021-10-07,FRANCE,0,13731,2386,179611.0,842654.0,102,0.0
2021-10-08,FRANCE,0,13535,2314,179687.0,843197.0,102,0.0
2021-10-09,FRANCE,0,13340,2241,179717.0,843616.0,102,0.0
2021-10-10,FRANCE,0,13402,2251,179733.0,843718.0,102,0.0
2021-10-11,FRANCE,0,13388,2277,179793.0,844111.0,102,0.0
2021-10-12,FRANCE,0,13185,2205,179898.0,844675.0,102,0.0
2021-10-13,FRANCE,0,13130,2167,179944.0,845111.0,102,0.0
2021-10-14,FRANCE,0,12972,2134,180020.0,845563.0,102,0.0
2021-10-15,FRANCE,0,12865,2087,180087.0,846019.0,102,0.0
2021-10-16,FRANCE,0,12802,2085,180115.0,846265.0,102,0.0
2021-10-17,FRANCE,0,12830,2092,180125.0,846366.0,102,0.0
2021-10-18,FRANCE,0,12868,2083,180206.0,846778.0,102,0.0
2021-10-19,FRANCE,0,12898,2079,180284.0,847212.0,102,0.0
2021-10-20,FRANCE,0,12863,2040,180326.0,847698.0,102,0.0
2021-10-21,FRANCE,0,12837,2007,180396.0,848177.0,102,0.0
2021-10-22,FRANCE,0,12735,2011,180454.0,848643.0,102,0.0
2021-10-23,FRANCE,0,12631,2005,180500.0,849043.0,102,0.0
2021-10-24,FRANCE,0,12688,2027,180508.0,849102.0,102,0.0
2021-10-25,FRANCE,0,12742,2036,180590.0,849476.0,102,0.0
2021-10-26,FRANCE,0,12818,2086,180666.0,849922.0,102,0.0
2021-10-27,FRANCE,0,12906,2065,180733.0,850286.0,102,0.0
2021-10-28,FRANCE,0,13006,2063,180799.0,850675.0,102,0.0
2021-10-29,FRANCE,0,12993,2059,180853.0,851182.0,102,0.0
2021-10-30,FRANCE,0,12974,2069,180897.0,851499.0,102,0.0
2021-10-31,FRANCE,0,13071,2082,180921.0,851585.0,102,0.0
2021-11-01,FRANCE,0,13202,2128,180933.0,851645.0,102,0.0
2021-11-02,FRANCE,0,13287,2173,181081.0,852204.0,102,0.0
2021-11-03,FRANCE,0,13456,2183,181159.0,852814.0,102,0.0
2021-11-04,FRANCE,0,13364,2189,181253.0,853463.0,102,0.0
2021-11-05,FRANCE,0,13396,2168,181305.0,854027.0,102,0.0
2021-11-06,FRANCE,0,13255,2187,181355.0,854488.0,102,0.0
2021-11-07,FRANCE,0,13334,2191,181375.0,854568.0,102,0.0
2021-11-08,FRANCE,0,13648,2271,181485.0,855084.0,102,0.0
2021-11-09,FRANCE,0,13617,2267,181573.0,855819.0,102,0.0
2021-11-10,FRANCE,0,13729,2295,181639.0,856416.0,102,0.0
2021-11-11,FRANCE,0,13820,2278,181673.0,856701.0,102,0.0
2021-11-12,FRANCE,0,14010,2352,181769.0,857126.0,102,0.0
2021-11-13,FRANCE,0,14018,2392,181801.0,857521.0,102,0.0
2021-11-14,FRANCE,0,14137,2408,181835.0,857617.0,102,0.0
2021-11-15,FRANCE,0,14635,2501,181974.0,858188.0,102,0.0
2021-11-16,FRANCE,0,14982,2541,182066.0,858991.0,102,0.0
2021-11-17,FRANCE,0,15233,2587,182166.0,859675.0,102,0.0
2021-11-18,FRANCE,0,15479,2652,182270.0,860326.0,102,0.0
2021-11-19,FRANCE,0,15785,2691,182370.0,860980.0,102,0.0
2021-11-20,FRANCE,0,15857,2651,182416.0,861385.0,102,0.0
2021-11-21,FRANCE,0,15984,2663,182446.0,861537.0,102,0.0
2021-11-22,FRANCE,0,16583,2798,182632.0,862452.0,102,0.0
2021-11-23,FRANCE,0,16958,2896,182796.0,863355.0,102,0.0
2021-11-24,FRANCE,0,17434,2950,182956.0,864195.0,102,0.0
2021-11-25,FRANCE,0,17866,2983,183099.0,865140.0,102,0.0
2021-11-26,FRANCE,0,18266,3113,183218.0,866066.0,102,0.0
2021-11-27,FRANCE,0,18449,3221,183286.0,866564.0,102,0.0
2021-11-28,FRANCE,0,18665,3251,183331.0,866748.0,102,0.0
2021-11-29,FRANCE,0,19620,3486,183537.0,867565.0,102,0.0
2021-11-30,FRANCE,0,20399,3634,183765.0,868868.0,102,0.0
2021-12-01,FRANCE,0,21007,3758,183950.0,870026.0,102,0.0
2021-12-02,FRANCE,0,21474,3855,184154.0,871212.0,102,0.0
2021-12-03,FRANCE,0,22098,4105,184379.0,872566.0,102,0.0
2021-12-04,FRANCE,0,22560,4061,184477.0,873355.0,102,0.0
2021-12-05,FRANCE,0,22925,4117,184534.0,873651.0,102,0.0
2021-12-06,FRANCE,0,24065,4366,184915.0,874938.0,102,0.0
2021-12-07,FRANCE,0,25295,4681,185242.0,876589.0,102,0.0
2021-12-08,FRANCE,0,25960,4832,185499.0,878178.0,102,0.0
2021-12-09,FRANCE,0,26599,4905,185751.0,879717.0,102,0.0
2021-12-10,FRANCE,0,27139,4979,186030.0,881371.0,102,0.0
2021-12-11,FRANCE,0,27594,5061,186159.0,882302.0,102,0.0
2021-12-12,FRANCE,0,27980,5186,186255.0,882739.0,102,0.0
2021-12-13,FRANCE,0,28928,5488,186715.0,884281.0,102,0.0
2021-12-14,FRANCE,0,29522,5571,187029.0,886604.0,102,0.0
2021-12-15,FRANCE,0,30000,5668,187332.0,888598.0,102,0.0
2021-12-16,FRANCE,0,30156,5644,187662.0,890701.0,102,0.0
